Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Target
1,1,2,16,1,1,1,13,27,5,10,1,0,0,1,0,0,0.0377358490566037,0,0.0,0.2307692307692307,0.1333333333333333,0.0,0.0,0.0,0.0,0.2713358801770663,0.0,0.0,0.0,0.0,0.5930232558139534,1.0,0.3117569352708058,Dropout
1,17,1,11,1,16,1,1,1,5,8,1,0,0,1,0,1,0.0754716981132075,0,0.0,0.2307692307692307,0.1555555555555555,0.2307692307692307,0.5873015873015873,0.0,0.0,0.2608695652173913,0.2424242424242424,0.25,0.5923076923076923,0.0,0.1511627906976745,0.4888888888888889,1.0,Graduate
1,1,1,6,1,1,1,23,27,6,6,1,0,0,1,0,1,0.0188679245283018,0,0.0360962566844919,0.1923076923076923,0.1555555555555555,0.1538461538461538,0.7361111111111112,0.0,0.0,0.217391304347826,0.1515151515151515,0.25,0.6461538461538461,0.0,0.3720930232558141,0.4888888888888889,0.7661822985468957,Graduate
1,1,1,15,1,1,1,13,27,10,4,1,0,0,1,0,0,0.0566037735849056,0,0.0,0.2419719340536352,0.1333333333333333,0.1923076923076923,0.7333333333333333,0.0,0.0,0.2608695652173913,0.2121212121212121,0.0,0.0,0.0,0.9186046511627908,0.7999999999999999,0.0,Dropout
1,8,2,12,1,1,1,13,1,6,5,0,0,0,1,0,0,0.0188679245283018,0,0.0,0.2692307692307692,0.1777777777777777,0.2692307692307692,0.7392361111111111,0.0109415826801045,0.0,0.3478260869565217,0.2424242424242424,0.2228230337078651,0.7831923076923076,0.0,0.9186046511627908,0.7999999999999999,0.5362402360778712,Graduate
1,1,1,8,1,1,1,3,14,4,6,1,0,0,1,0,0,0.0566037735849056,0,0.0,0.1923076923076923,0.1777777777777777,0.1538461538461538,0.6944444444444444,0.0833333333333333,0.0,0.217391304347826,0.2424242424242424,0.2,0.6596153846153846,0.1666666666666666,0.3720930232558141,0.4888888888888889,0.7661822985468957,Graduate
1,1,1,16,1,1,1,13,14,8,8,1,0,0,1,0,0,0.0188679245283018,0,0.0,0.2692307692307692,0.1555555555555555,0.2307692307692307,0.6481481481481481,0.0,0.0,0.3043478260869565,0.2446525314894666,0.3,0.5507202992491638,0.0,1.0,0.2444444444444444,0.4147952443857332,Enrolled
1,1,3,2,1,1,1,1,1,10,9,0,0,0,1,0,1,0.0754716981132075,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2713358801770663,0.0,0.2228230337078651,0.0,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
1,9,4,9,1,1,1,1,28,7,8,1,0,0,1,0,0,0.0566037735849056,0,0.0,0.2692307692307692,0.3111111111111111,0.180890437643392,0.6354166666666666,0.0,0.0,0.3478260869565217,0.2727272727272727,0.4,0.6151923076923077,0.0,0.5930232558139534,1.0,0.3117569352708058,Enrolled
1,1,4,12,1,1,1,13,14,2,2,1,0,0,1,0,0,0.0188679245283018,0,0.0,0.3076923076923077,0.2666666666666666,0.2692307692307692,0.7142857142857143,0.0,0.0,0.2713358801770663,0.3636363636363636,0.35,0.6923076923076923,0.0,0.5930232558139534,1.0,0.3117569352708058,Graduate
1,1,4,14,1,1,1,1,28,5,8,1,0,0,1,0,1,0.0377358490566037,0,0.0,0.2307692307692307,0.1777777777777777,0.2307692307692307,0.7430555555555556,0.0109415826801045,0.0,0.2608695652173913,0.2121212121212121,0.2228230337078651,0.6615384615384615,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
1,1,1,12,1,1,1,13,14,4,7,0,0,0,1,0,0,0.0377358490566037,0,0.0,0.2692307692307692,0.1847366289754851,0.2307692307692307,0.5867268303772426,0.0,0.0,0.3478260869565217,0.2727272727272727,0.35,0.7599999999999999,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
1,1,1,10,1,1,1,13,28,10,10,1,0,1,1,0,1,0.0188679245283018,0,0.0,0.2307692307692307,0.1777777777777777,0.1923076923076923,0.6444444444444444,0.0,0.0,0.2608695652173913,0.3636363636363636,0.2228230337078651,0.5923076923076923,0.0,0.0,0.7555555555555556,0.5785997357992074,Enrolled
1,8,2,10,1,1,1,13,28,8,9,1,0,0,1,0,0,0.0754716981132075,0,0.0360962566844919,0.2307692307692307,0.2,0.2307692307692307,0.6319444444444444,0.0,0.0,0.2608695652173913,0.2727272727272727,0.3,0.7153846153846154,0.0,1.0,0.2444444444444444,0.5362402360778712,Graduate
1,1,1,6,1,1,1,13,14,7,4,1,0,0,1,0,0,0.0188679245283018,0,0.0,0.1923076923076923,0.2,0.180890437643392,0.7037037037037037,0.1666666666666666,0.0,0.217391304347826,0.2121212121212121,0.2,0.7,0.0,0.4597758381660906,0.0,0.1241743725231175,Enrolled
1,1,1,9,1,1,1,13,1,7,10,1,0,0,1,0,0,0.0566037735849056,0,0.0,0.1923076923076923,0.1333333333333333,0.180890437643392,0.6666666666666666,0.0,0.0,0.217391304347826,0.1818181818181818,0.25,0.6641025641025641,0.0,0.4597758381660906,0.2444444444444444,0.5362402360778712,Graduate
1,8,2,12,1,1,1,3,3,2,11,1,0,0,1,1,0,0.0377358490566037,0,0.0,0.2692307692307692,0.2,0.2307692307692307,0.7185185185185184,0.0,0.0,0.3043478260869565,0.2446525314894666,0.3,0.7385897435897436,0.0,0.4597758381660906,0.4490267983074754,0.4147952443857332,Enrolled
1,15,1,4,1,14,1,4,5,5,3,0,0,0,1,1,0,0.0754716981132075,0,0.0,0.2307692307692307,0.3333333333333333,0.1923076923076923,0.6587301587301587,0.0,0.0,0.2608695652173913,0.5151515151515151,0.25,0.5692307692307692,0.0,1.0,0.4490267983074754,0.4147952443857332,Enrolled
1,6,1,5,1,1,1,27,3,16,22,1,0,0,0,1,0,0.0566037735849056,0,0.1,0.2307692307692307,0.1555555555555555,0.2307692307692307,0.712962962962963,0.0,0.0,0.2608695652173913,0.2727272727272727,0.2,0.7215384615384615,0.0,0.1511627906976745,0.4888888888888889,1.0,Graduate
1,1,1,9,1,1,1,1,1,5,7,0,0,0,0,1,0,0.0188679245283018,0,0.0,0.1923076923076923,0.2,0.1153846153846153,0.6296296296296297,0.0,0.0,0.217391304347826,0.2424242424242424,0.1,0.7269230769230769,0.0,0.1511627906976745,0.4888888888888889,1.0,Enrolled
1,9,1,3,0,1,1,12,1,10,6,1,0,0,1,0,0,0.0377358490566037,0,0.0,0.2419719340536352,0.1333333333333333,0.2307692307692307,0.7037037037037037,0.0,0.0,0.2713358801770663,0.2424242424242424,0.3,0.7740384615384615,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
1,1,1,17,0,1,1,2,27,4,10,0,0,0,1,0,0,0.320754716981132,0,0.0,0.1923076923076923,0.1333333333333333,0.1923076923076923,0.6888888888888889,0.0,0.0,0.217391304347826,0.2727272727272727,0.25,0.7230769230769231,0.0,0.4597758381660906,0.1111111111111111,0.6406869220607662,Graduate
1,12,1,1,1,1,1,23,27,10,7,0,0,1,0,1,0,0.3773584905660377,0,0.0,0.2692307692307692,0.1555555555555555,0.0,0.0,0.0,0.0,0.3043478260869565,0.2446525314894666,0.05,0.5384615384615384,0.0,0.1511627906976745,0.4888888888888889,1.0,Dropout
1,12,1,7,1,8,1,19,16,1,1,1,0,0,1,1,0,0.490566037735849,0,0.0,0.1923076923076923,0.1847366289754851,0.0,0.0,0.0,0.0,0.217391304347826,0.0,0.2228230337078651,0.0,0.0,0.0,0.7555555555555556,0.5785997357992074,Dropout
1,14,1,9,1,1,1,12,27,7,7,0,0,0,1,0,0,0.7169811320754716,0,0.0,0.2419719340536352,0.2222222222222222,0.0384615384615384,0.5555555555555556,0.0,0.0,0.217391304347826,0.2424242424242424,0.1,0.6461538461538461,0.1666666666666666,1.0,0.2444444444444444,0.4147952443857332,Dropout
4,12,1,17,0,1,1,13,14,10,7,1,0,0,1,0,0,0.4150943396226415,0,0.0,0.1923076923076923,0.1777777777777777,0.1923076923076923,0.5867268303772426,0.0,0.0,0.217391304347826,0.1515151515151515,0.25,0.6246153846153846,0.0,0.0,0.7555555555555556,0.5785997357992074,Graduate
1,15,1,8,1,14,3,4,4,4,7,0,0,1,0,0,0,0.0566037735849056,1,0.0360962566844919,0.2307692307692307,0.2888888888888888,0.1153846153846153,0.6481481481481481,0.0,0.0526315789473684,0.2608695652173913,0.3333333333333333,0.15,0.6461538461538461,0.0,0.558139534883721,0.2888888888888889,0.5362402360778712,Dropout
1,1,5,15,1,1,1,3,3,3,3,0,0,1,1,0,0,0.0188679245283018,0,0.0,0.2307692307692307,0.1333333333333333,0.1538461538461538,0.7083333333333334,0.0,0.0,0.217391304347826,0.1515151515151515,0.0,0.0,0.0,0.5930232558139534,1.0,0.3117569352708058,Dropout
1,1,2,9,1,1,1,3,14,3,8,1,0,0,1,0,0,0.0943396226415094,0,0.0,0.1923076923076923,0.1111111111111111,0.1923076923076923,0.8222222222222223,0.0,0.0,0.217391304347826,0.1515151515151515,0.25,0.8507692307692307,0.0,0.1511627906976745,0.4888888888888889,1.0,Graduate
1,1,6,12,1,1,1,1,3,3,7,1,1,0,1,0,0,0.0943396226415094,0,0.0,0.2692307692307692,0.2,0.1923076923076923,0.5867268303772426,0.0,0.0,0.3478260869565217,0.2446525314894666,0.35,0.7723076923076921,0.0120786516853932,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
1,8,1,15,1,1,1,1,28,6,6,0,0,0,0,0,0,0.0566037735849056,0,0.0,0.2419719340536352,0.1555555555555555,0.1538461538461538,0.7222222222222222,0.0,0.0,0.2608695652173913,0.2121212121212121,0.25,0.7430769230769231,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Dropout
1,12,1,17,0,1,1,12,27,10,10,0,0,0,1,0,0,0.2264150943396226,0,0.0,0.2419719340536352,0.1847366289754851,0.0,0.0,0.0,0.0,0.217391304347826,0.0,0.2228230337078651,0.5507202992491638,0.0,1.0,0.2444444444444444,0.5362402360778712,Dropout
1,8,1,17,0,1,1,23,28,5,6,0,0,0,1,0,0,0.119979293879017,0,0.0,0.1923076923076923,0.2,0.0769230769230769,0.6388888888888888,0.0,0.0,0.217391304347826,0.3333333333333333,0.15,0.7717948717948717,0.0833333333333333,0.0,0.7555555555555556,0.5785997357992074,Enrolled
1,8,1,10,1,1,1,13,14,10,10,1,0,0,1,0,0,0.0188679245283018,0,0.0,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.6481481481481481,0.0,0.0,0.2608695652173913,0.2424242424242424,0.25,0.7107692307692307,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
1,15,1,3,0,14,1,1,14,10,10,0,0,0,1,0,1,0.0754716981132075,0,0.15,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.6388888888888888,0.0,0.1052631578947368,0.2608695652173913,0.2121212121212121,0.3,0.7153846153846154,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
1,1,1,10,0,1,1,22,28,10,7,0,0,0,1,0,1,0.119979293879017,0,0.0,0.2307692307692307,0.1555555555555555,0.1923076923076923,0.5867268303772426,0.0,0.0,0.2608695652173913,0.2121212121212121,0.3,0.5507202992491638,0.0,0.5930232558139534,1.0,0.3117569352708058,Graduate
1,12,1,11,1,1,1,13,28,10,8,0,0,0,1,0,1,0.1320754716981132,0,0.0360962566844919,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.7592592592592592,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.7628205128205128,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
1,1,1,12,1,1,1,22,28,7,7,1,0,0,1,0,1,0.0377358490566037,0,0.0,0.3076923076923077,0.2222222222222222,0.2307692307692307,0.6574074074074074,0.0,0.0,0.3478260869565217,0.303030303030303,0.3,0.6371794871794871,0.0120786516853932,0.2093023255813954,0.0,0.1241743725231175,Enrolled
1,1,1,15,1,1,1,12,14,8,8,1,0,0,1,0,1,0.0566037735849056,0,0.0,0.2419719340536352,0.2444444444444444,0.1538461538461538,0.7777777777777778,0.0,0.0,0.2608695652173913,0.2446525314894666,0.15,0.5923076923076923,0.0,0.2093023255813954,0.0,0.1241743725231175,Enrolled
1,1,3,9,1,2,1,22,27,12,12,0,0,0,1,0,0,0.0377358490566037,0,0.0,0.1923076923076923,0.1555555555555555,0.1923076923076923,0.8174603174603174,0.0,0.029234851835471,0.217391304347826,0.1515151515151515,0.25,0.8507692307692307,0.0120786516853932,0.0,0.4490267983074754,0.5785997357992074,Graduate
1,12,1,17,0,1,1,23,28,10,10,0,0,0,1,0,0,0.1886792452830188,0,0.0,0.1923076923076923,0.2666666666666666,0.1923076923076923,0.5888888888888889,0.0,0.0,0.217391304347826,0.303030303030303,0.25,0.5923076923076923,0.0,0.2093023255813954,0.0,0.1241743725231175,Dropout
1,1,1,12,1,1,1,1,14,6,6,0,0,0,1,0,0,0.0188679245283018,0,0.0,0.2692307692307692,0.2,0.2692307692307692,0.7246913580246913,0.0109415826801045,0.0,0.3478260869565217,0.303030303030303,0.4,0.7320384615384615,0.0,0.9186046511627908,0.7999999999999999,0.0,Graduate
2,4,1,11,1,3,1,1,3,5,4,0,0,0,1,0,0,0.4150943396226415,0,0.0,0.2307692307692307,0.2222222222222222,0.0,0.0,0.0109415826801045,0.0,0.2608695652173913,0.1818181818181818,0.0,0.0,0.0,0.558139534883721,0.4490267983074754,0.7727873183619551,Dropout
1,12,1,8,1,2,1,3,3,3,3,1,0,0,1,0,0,0.1886792452830188,0,0.0,0.2307692307692307,0.2,0.1923076923076923,0.7222222222222222,0.0,0.2631578947368421,0.4782608695652174,0.3939393939393939,0.5,0.6946153846153845,0.0,0.558139534883721,0.2888888888888889,0.5362402360778712,Dropout
1,1,2,12,1,1,1,13,14,7,10,0,0,0,1,0,0,0.0188679245283018,0,0.0,0.2692307692307692,0.1777777777777777,0.180890437643392,0.7296296296296296,0.0,0.0,0.3478260869565217,0.3636363636363636,0.35,0.658076923076923,0.0,1.0,0.2444444444444444,0.4147952443857332,Graduate
1,15,1,10,1,14,1,13,1,10,10,0,0,0,1,0,1,0.0754716981132075,0,0.15,0.2307692307692307,0.1555555555555555,0.2307692307692307,0.5867268303772426,0.0,0.029234851835471,0.2608695652173913,0.2121212121212121,0.3,0.6461538461538461,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Graduate
1,6,3,2,1,1,1,1,27,5,7,1,0,0,0,1,1,0.0377358490566037,0,0.0,0.0,0.0,0.0,0.5867268303772426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3720930232558141,0.4888888888888889,0.7661822985468957,Enrolled
1,8,1,5,1,1,1,1,1,4,5,0,0,0,1,1,0,0.0377358490566037,0,0.0,0.2307692307692307,0.1333333333333333,0.1923076923076923,0.6333333333333333,0.0109415826801045,0.0,0.2608695652173913,0.2424242424242424,0.2228230337078651,0.5384615384615384,0.0,0.4597758381660906,0.4888888888888889,0.7661822985468957,Enrolled
1,14,1,5,1,1,1,1,1,4,4,0,0,0,1,1,0,0.1320754716981132,0,0.0,0.2307692307692307,0.1333333333333333,0.0,0.0,0.0,0.0,0.2608695652173913,0.1818181818181818,0.0,0.0,0.0,0.5930232558139534,1.0,0.3117569352708058,Enrolled
4,13,1,12,1,12,1,1,1,6,6,1,0,0,1,1,0,0.2264150943396226,0,0.1,0.2692307692307692,0.2222222222222222,0.1923076923076923,0.6611111111111111,0.0,0.0526315789473684,0.3478260869565217,0.303030303030303,0.25,0.5923076923076923,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Dropout
1,1,3,2,1,1,1,13,14,6,4,1,0,0,1,0,1,0.0377358490566037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2228230337078651,0.0,0.0120786516853932,0.3720930232558141,0.4888888888888889,0.7661822985468957,Graduate
1,15,1,4,1,14,1,13,27,10,7,1,0,0,1,1,0,0.1132075471698113,0,0.0360962566844919,0.2307692307692307,0.1777777777777777,0.2307692307692307,0.5867268303772426,0.0,0.0,0.2608695652173913,0.2121212121212121,0.3,0.6692307692307692,0.0,0.1511627906976745,0.4888888888888889,1.0,Graduate
1,1,3,9,1,1,1,1,28,8,8,0,0,0,1,1,0,0.0377358490566037,0,0.0,0.1923076923076923,0.1777777777777777,0.1923076923076923,0.6222222222222222,0.0,0.0,0.217391304347826,0.303030303030303,0.2,0.5788461538461538,0.25,1.0,0.2444444444444444,0.4147952443857332,Dropout
1,12,1,9,1,1,1,13,27,8,11,0,0,0,1,1,0,0.1698113207547169,0,0.0,0.2307692307692307,0.1555555555555555,0.2307692307692307,0.6666666666666666,0.0,0.0,0.2608695652173913,0.2424242424242424,0.25,0.5815384615384616,0.0,0.4597758381660906,1.0,0.3117569352708058,Enrolled
1,8,1,9,0,1,1,23,27,6,6,0,0,0,1,1,0,0.119979293879017,0,0.0360962566844919,0.1923076923076923,0.2,0.0,0.0,0.0,0.029234851835471,0.2713358801770663,0.1515151515151515,0.0,0.0,0.0,0.0,0.7555555555555556,0.5785997357992074,Enrolled
1,8,1,12,1,1,1,22,14,9,5,0,0,0,1,1,0,0.1320754716981132,0,0.0,0.2692307692307692,0.1777777777777777,0.2692307692307692,0.6652777777777777,0.0,0.0,0.3478260869565217,0.2424242424242424,0.4,0.7403846153846153,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Graduate
1,8,1,11,1,1,1,23,27,6,8,1,0,0,1,0,0,0.0188679245283018,0,0.0360962566844919,0.2307692307692307,0.2666666666666666,0.1153846153846153,0.6481481481481481,0.0,0.0,0.2608695652173913,0.3636363636363636,0.05,0.6461538461538461,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Dropout
1,1,2,15,1,1,1,23,28,10,10,1,0,0,1,1,0,0.0188679245283018,0,0.0,0.2307692307692307,0.1777777777777777,0.2307692307692307,0.6851851851851852,0.0,0.0,0.2608695652173913,0.3333333333333333,0.15,0.5507202992491638,0.0,0.3720930232558141,0.4888888888888889,0.7661822985468957,Graduate
1,8,3,9,1,1,1,13,14,7,8,1,0,1,1,1,0,0.0188679245283018,0,0.0,0.1923076923076923,0.1777777777777777,0.180890437643392,0.5740740740740741,0.0,0.0,0.2713358801770663,0.3333333333333333,0.15,0.5507202992491638,0.0,0.3720930232558141,0.4888888888888889,0.7661822985468957,Dropout
1,9,4,11,1,1,1,13,27,8,8,1,0,0,1,1,1,0.0754716981132075,0,0.0,0.2307692307692307,0.1777777777777777,0.1538461538461538,0.5833333333333334,0.0,0.0,0.2608695652173913,0.3333333333333333,0.2228230337078651,0.5923076923076923,0.0,0.2093023255813954,0.0,0.1241743725231175,Dropout
1,8,4,15,1,1,1,1,14,10,9,1,0,0,1,1,1,0.0377358490566037,0,0.0,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.7592592592592592,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.717948717948718,0.0,0.1511627906976745,0.4490267983074754,1.0,Graduate
1,8,4,12,1,1,1,23,27,10,10,0,0,0,1,1,1,0.0943396226415094,0,0.0,0.2692307692307692,0.1555555555555555,0.2692307692307692,0.8246031746031746,0.0,0.0,0.3478260869565217,0.2446525314894666,0.4,0.8106837606837606,0.0,1.0,0.2444444444444444,0.4147952443857332,Graduate
2,6,1,3,0,1,1,12,27,10,7,0,0,0,0,1,0,0.3018867924528302,0,0.0360962566844919,0.2419719340536352,0.1777777777777777,0.2307692307692307,0.6666666666666666,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.6282051282051281,0.0,0.3720930232558141,0.4888888888888889,0.7661822985468957,Graduate
1,1,6,16,1,2,1,13,14,10,10,0,0,0,1,1,0,0.0566037735849056,0,0.0,0.2307692307692307,0.1777777777777777,0.1923076923076923,0.6777777777777777,0.0109415826801045,0.0,0.2608695652173913,0.2121212121212121,0.25,0.6569230769230768,0.0,0.3720930232558141,0.4888888888888889,0.5362402360778712,Dropout
1,12,1,17,0,2,1,3,3,3,3,1,0,0,1,1,0,0.119979293879017,0,0.0,0.0384615384615384,0.0222222222222222,0.0,0.0,0.0109415826801045,0.0,0.2713358801770663,0.0,0.0,0.0,0.0,0.3720930232558141,0.4888888888888889,0.7661822985468957,Dropout
1,12,1,9,1,4,1,3,3,5,3,0,0,1,1,1,0,0.1320754716981132,0,0.3,0.4615384615384615,0.3777777777777777,0.2307692307692307,0.6759259259259259,0.0,0.3684210526315789,0.5217391304347826,0.4242424242424242,0.5,0.7161538461538461,0.0120786516853932,0.558139534883721,0.2888888888888889,0.7727873183619551,Dropout
1,6,1,11,1,1,1,13,14,5,7,0,0,0,0,1,0,0.0188679245283018,0,0.0,0.1923076923076923,0.1333333333333333,0.1923076923076923,0.5867268303772426,0.0109415826801045,0.0,0.217391304347826,0.2424242424242424,0.15,0.6102564102564102,0.0,0.5930232558139534,1.0,0.3117569352708058,Enrolled
2,12,1,9,0,1,1,22,27,10,7,1,0,0,1,0,0,0.119979293879017,0,0.0360962566844919,0.2307692307692307,0.1555555555555555,0.2307692307692307,0.6111111111111112,0.0,0.0,0.2608695652173913,0.3333333333333333,0.25,0.5923076923076923,0.0,0.2093023255813954,0.0,0.1241743725231175,Graduate
1,13,1,12,1,2,1,22,28,10,8,1,0,0,1,0,1,0.0943396226415094,0,0.0360962566844919,0.3076923076923077,0.1777777777777777,0.2692307692307692,0.7266666666666667,0.0,0.0,0.3478260869565217,0.2424242424242424,0.35,0.7043076923076923,0.0,0.3720930232558141,0.4490267983074754,0.7661822985468957,Graduate
1,12,1,14,1,1,1,1,14,5,7,0,0,0,1,0,1,0.1509433962264151,0,0.0,0.1923076923076923,0.1555555555555555,0.1538461538461538,0.5867268303772426,0.0,0.0,0.217391304347826,0.2121212121212121,0.2228230337078651,0.5507202992491638,0.0,0.2093023255813954,0.0,0.1241743725231175,Graduate
1,8,1,5,0,1,1,13,28,5,1,1,0,0,1,1,0,0.119979293879017,0,0.0,0.2307692307692307,0.2,0.2307692307692307,0.5925925925925926,0.0833333333333333,0.0,0.2608695652173913,0.1818181818181818,0.25,0.603076923076923,0.0,0.0,0.7555555555555556,0.5785997357992074,Graduate
1,1,6,9,1,1,1,23,27,10,7,1,0,0,0,0,0,0.1132075471698113,0,0.0,0.1923076923076923,0.1333333333333333,0.1538461538461538,0.5867268303772426,0.0,0.0,0.2713358801770663,0.1515151515151515,0.25,0.7430769230769231,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Enrolled
1,14,2,7,1,1,1,23,14,10,7,1,0,1,1,1,0,0.0188679245283018,0,0.0,0.1923076923076923,0.2,0.0769230769230769,0.5555555555555556,0.0,0.029234851835471,0.217391304347826,0.2446525314894666,0.0,0.0,0.0,0.9186046511627908,0.7999999999999999,0.0,Enrolled
1,12,1,12,1,1,1,1,1,5,11,0,0,0,1,1,0,0.1320754716981132,0,0.0,0.2692307692307692,0.4,0.0,0.0,0.0,0.0,0.3043478260869565,0.2121212121212121,0.0,0.5507202992491638,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Dropout
1,8,2,15,1,1,14,13,1,10,10,1,0,0,0,0,0,0.0754716981132075,1,0.0,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.7777777777777778,0.0,0.0,0.2608695652173913,0.2446525314894666,0.3,0.7269230769230769,0.0,0.1511627906976745,0.4888888888888889,0.5362402360778712,Graduate
