,Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Target
12,1.0,1.0,2.0,16.0,1.0,1.0,1.0,13.0,27.0,5.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.23076923076923078,0.13333333333333333,0.0,0.0,0.0,0.0,0.2713358801770663,0.0,0.0,0.0,0.0,0.5930232558139534,1.0,0.3117569352708058,Dropout
13,1.0,17.0,1.0,11.0,1.0,16.0,1.0,1.0,1.0,5.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.07547169811320754,0.0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.5873015873015873,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.5923076923076923,0.0,0.15116279069767452,0.48888888888888893,1.0,Graduate
14,1.0,1.0,1.0,6.0,1.0,1.0,1.2323630981746423,23.0,27.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.018867924528301886,0.0,0.03609625668449198,0.19230769230769232,0.15555555555555556,0.15384615384615385,0.7361111111111112,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.6461538461538461,0.0,0.3720930232558141,0.48888888888888893,0.7661822985468957,Graduate
15,1.0,1.0,1.0,15.0,1.0,1.0,1.0,13.0,27.0,10.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.24197193405363523,0.13333333333333333,0.19230769230769232,0.7333333333333333,0.0,0.0,0.2608695652173913,0.21212121212121213,0.0,0.0,0.0,0.9186046511627908,0.7999999999999999,0.0,Dropout
17,1.0,8.0,2.0,12.0,1.0,1.0,1.0,13.0,1.0,6.0,5.0,0.5456110154905336,0.0,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.2692307692307692,0.17777777777777778,0.2692307692307692,0.7392361111111111,0.010941582680104518,0.0,0.34782608695652173,0.24242424242424243,0.22282303370786516,0.7831923076923076,0.0,0.9186046511627908,0.7999999999999999,0.5362402360778712,Graduate
18,1.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,14.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.19230769230769232,0.17777777777777778,0.15384615384615385,0.6944444444444444,0.08333333333333333,0.0,0.21739130434782608,0.24242424242424243,0.2,0.6596153846153846,0.16666666666666666,0.3720930232558141,0.48888888888888893,0.7661822985468957,Graduate
19,1.0,1.0,1.0,16.0,1.0,1.0,1.0,13.0,14.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.2692307692307692,0.15555555555555556,0.23076923076923078,0.6481481481481481,0.0,0.0,0.30434782608695654,0.24465253148946667,0.3,0.5507202992491638,0.0,1.0,0.24444444444444446,0.4147952443857332,Enrolled
20,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.07547169811320754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2713358801770663,0.0,0.22282303370786516,0.0,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
21,1.0,9.0,4.0,9.910414610069102,1.0,1.0,1.0,1.0,28.0,7.332923832923833,8.0,1.0,0.0,0.0,1.0,0.0,0.2473269555430501,0.05660377358490566,0.0,0.0,0.2692307692307692,0.3111111111111111,0.18089043764339208,0.6354166666666666,0.0,0.0,0.34782608695652173,0.2727272727272727,0.4,0.6151923076923077,0.0,0.5930232558139534,1.0,0.3117569352708058,Enrolled
22,1.0,1.0,4.0,12.0,1.0,1.0,1.0,13.0,14.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.3076923076923077,0.26666666666666666,0.2692307692307692,0.7142857142857143,0.0,0.0,0.2713358801770663,0.36363636363636365,0.35,0.6923076923076923,0.0,0.5930232558139534,1.0,0.3117569352708058,Graduate
23,1.0,1.0,4.0,14.0,1.0,1.0,1.0,1.0,28.0,5.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.03773584905660377,0.0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7430555555555556,0.010941582680104518,0.0,0.2608695652173913,0.21212121212121213,0.22282303370786516,0.6615384615384615,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
24,1.0,1.0,1.0,12.0,1.0,1.0,1.0,13.0,14.0,4.0,7.847640009782343,0.0,0.0,0.0,1.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.2692307692307692,0.18473662897548515,0.23076923076923078,0.5867268303772426,0.0,0.0,0.34782608695652173,0.2727272727272727,0.35,0.7599999999999999,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
25,1.0,1.0,1.7221404025527738,10.0,1.0,1.0,1.0,13.0,28.0,10.0,10.0,1.0,0.0,1.0,1.0,0.3569032979318055,1.0,0.018867924528301886,0.0,0.0,0.23076923076923078,0.17777777777777778,0.19230769230769232,0.6444444444444444,0.0,0.0,0.2608695652173913,0.36363636363636365,0.22282303370786516,0.5923076923076923,0.0,0.0,0.7555555555555556,0.5785997357992074,Enrolled
26,1.0,8.0,2.0,10.0,1.0,1.0,1.2323630981746423,13.0,28.0,8.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07547169811320754,0.0,0.03609625668449198,0.23076923076923078,0.2,0.23076923076923078,0.6319444444444444,0.0,0.0,0.2608695652173913,0.2727272727272727,0.3,0.7153846153846154,0.0,1.0,0.24444444444444446,0.5362402360778712,Graduate
27,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0,14.0,7.332923832923833,4.0,1.0,0.0,0.0,1.0,0.0,0.2473269555430501,0.018867924528301886,0.0,0.0,0.19230769230769232,0.2,0.18089043764339208,0.7037037037037037,0.16666666666666666,0.0,0.21739130434782608,0.21212121212121213,0.2,0.7,0.0,0.4597758381660906,0.0,0.12417437252311751,Enrolled
28,1.0,1.0,1.0,9.0,1.0,1.0,1.0,13.0,1.0,7.332923832923833,10.0,1.0,0.0,0.0,1.0,0.3569032979318055,0.0,0.05660377358490566,0.0,0.0,0.19230769230769232,0.13333333333333333,0.18089043764339208,0.6666666666666666,0.0,0.0,0.21739130434782608,0.18181818181818182,0.25,0.6641025641025641,0.0,0.4597758381660906,0.24444444444444446,0.5362402360778712,Graduate
29,1.1773594253158286,8.0,2.0,12.0,1.0,1.0,1.0,3.0,3.0,2.0,11.0,1.0,0.0,0.11588468061051442,1.0,1.0,0.0,0.03773584905660377,0.0,0.0,0.2692307692307692,0.2,0.23076923076923078,0.7185185185185184,0.0,0.0,0.30434782608695654,0.24465253148946667,0.3,0.7385897435897436,0.0,0.4597758381660906,0.4490267983074754,0.4147952443857332,Enrolled
30,1.0,15.0,1.0,4.0,1.0,14.0,1.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.07547169811320754,0.0,0.0,0.23076923076923078,0.3333333333333333,0.19230769230769232,0.6587301587301587,0.0,0.0,0.2608695652173913,0.5151515151515151,0.25,0.5692307692307692,0.0,1.0,0.4490267983074754,0.4147952443857332,Enrolled
31,1.0,6.925098231827112,1.0,5.0,1.0,1.0,1.0,27.0,3.0,16.0,22.0,1.0,0.0,0.0,0.88107202680067,1.0,0.0,0.05660377358490566,0.0,0.1,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.712962962962963,0.0,0.0,0.2608695652173913,0.2727272727272727,0.2,0.7215384615384615,0.0,0.15116279069767452,0.48888888888888893,1.0,Graduate
32,1.1773594253158286,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,0.0,0.0,0.11588468061051442,0.0,1.0,0.0,0.018867924528301886,0.0,0.0,0.19230769230769232,0.2,0.11538461538461539,0.6296296296296297,0.0,0.0,0.21739130434782608,0.24242424242424243,0.1,0.7269230769230769,0.0,0.15116279069767452,0.48888888888888893,1.0,Enrolled
33,1.0,9.0,1.0,3.0,0.0,1.0,1.0,12.311323061873319,1.0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.24197193405363523,0.13333333333333333,0.23076923076923078,0.7037037037037037,0.0,0.0,0.2713358801770663,0.24242424242424243,0.3,0.7740384615384615,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
34,1.0,1.0,1.7221404025527738,17.0,0.0,1.0,1.0,2.0,27.0,4.0,10.0,0.0,0.0,0.0,1.0,0.3569032979318055,0.0,0.32075471698113206,0.0,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.6888888888888889,0.0,0.0,0.21739130434782608,0.2727272727272727,0.25,0.7230769230769231,0.0,0.4597758381660906,0.1111111111111111,0.6406869220607662,Graduate
35,1.0,12.0,1.0,1.0,1.0,1.0,1.0,23.0,27.0,10.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.37735849056603776,0.0,0.0,0.2692307692307692,0.15555555555555556,0.0,0.0,0.0,0.0,0.30434782608695654,0.24465253148946667,0.05,0.5384615384615384,0.0,0.15116279069767452,0.48888888888888893,1.0,Dropout
36,1.0,12.0,1.0,7.0,1.0,8.0,1.0,19.0,16.403201970443348,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.49056603773584906,0.0,0.0,0.19230769230769232,0.18473662897548515,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.22282303370786516,0.0,0.0,0.0,0.7555555555555556,0.5785997357992074,Dropout
37,1.0,14.0,1.0,9.0,1.0,1.0,1.0,12.311323061873319,27.0,7.0,7.0,0.0,0.0,0.11588468061051442,1.0,0.0,0.0,0.7169811320754716,0.0,0.0,0.24197193405363523,0.2222222222222222,0.038461538461538464,0.5555555555555556,0.0,0.0,0.21739130434782608,0.24242424242424243,0.1,0.6461538461538461,0.16666666666666666,1.0,0.24444444444444446,0.4147952443857332,Dropout
38,4.0,12.0,1.0,17.0,0.0,1.0,1.0,13.0,14.0,10.0,7.847640009782343,1.0,0.0,0.0,1.0,0.0,0.0,0.41509433962264153,0.0,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.5867268303772426,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.6246153846153846,0.0,0.0,0.7555555555555556,0.5785997357992074,Graduate
39,1.0,15.0,1.0,8.0,1.0,14.0,3.0,4.0,4.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05660377358490566,1.0,0.03609625668449198,0.23076923076923078,0.28888888888888886,0.11538461538461539,0.6481481481481481,0.0,0.05263157894736842,0.2608695652173913,0.3333333333333333,0.15,0.6461538461538461,0.0,0.558139534883721,0.2888888888888889,0.5362402360778712,Dropout
40,1.0,1.0,5.0,15.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.23076923076923078,0.13333333333333333,0.15384615384615385,0.7083333333333334,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,0.5930232558139534,1.0,0.3117569352708058,Dropout
41,1.0,1.0,2.0,9.0,1.0,1.0,1.0,3.0,14.0,3.0,8.0,1.0,0.0,0.0,1.0,0.3569032979318055,0.0,0.09433962264150944,0.0,0.0,0.19230769230769232,0.1111111111111111,0.19230769230769232,0.8222222222222223,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.8507692307692307,0.0,0.15116279069767452,0.48888888888888893,1.0,Graduate
42,1.1773594253158286,1.0,6.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,7.847640009782343,1.0,1.0,0.11588468061051442,1.0,0.0,0.0,0.09433962264150944,0.0,0.0,0.2692307692307692,0.2,0.19230769230769232,0.5867268303772426,0.0,0.0,0.34782608695652173,0.24465253148946667,0.35,0.7723076923076921,0.012078651685393259,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
43,1.0,8.0,1.0,15.0,1.0,1.0,1.0,1.0,28.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.24197193405363523,0.15555555555555556,0.15384615384615385,0.7222222222222222,0.0,0.0,0.2608695652173913,0.21212121212121213,0.25,0.7430769230769231,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Dropout
44,1.0,12.0,1.0,17.0,0.0,1.0,1.0,12.311323061873319,27.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22641509433962265,0.0,0.0,0.24197193405363523,0.18473662897548515,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.22282303370786516,0.5507202992491638,0.0,1.0,0.24444444444444446,0.5362402360778712,Dropout
45,1.0,8.0,1.0,17.0,0.8908286206048684,1.0,1.0,23.0,28.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11997929387901707,0.0,0.0,0.19230769230769232,0.2,0.07692307692307693,0.6388888888888888,0.0,0.0,0.21739130434782608,0.3333333333333333,0.15,0.7717948717948717,0.08333333333333333,0.0,0.7555555555555556,0.5785997357992074,Enrolled
46,1.0,8.0,1.7221404025527738,10.0,1.0,1.0,1.0,13.0,14.0,10.0,10.0,1.0,0.0,0.0,1.0,0.3569032979318055,0.0,0.018867924528301886,0.0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6481481481481481,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.7107692307692307,0.0,0.4069767441860465,0.3111111111111111,0.8031704095112286,Graduate
48,1.0,15.0,1.0,3.0,0.0,14.0,1.0,1.0,14.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.07547169811320754,0.0,0.15,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6388888888888888,0.0,0.10526315789473684,0.2608695652173913,0.21212121212121213,0.3,0.7153846153846154,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
49,1.0,1.0,1.0,10.0,0.8908286206048684,1.0,1.0,22.0,28.0,10.0,7.847640009782343,0.0,0.0,0.0,1.0,0.0,1.0,0.11997929387901707,0.0,0.0,0.23076923076923078,0.15555555555555556,0.19230769230769232,0.5867268303772426,0.0,0.0,0.2608695652173913,0.21212121212121213,0.3,0.5507202992491638,0.0,0.5930232558139534,1.0,0.3117569352708058,Graduate
50,1.0,12.0,1.7221404025527738,11.0,1.0,1.0,1.2323630981746423,13.0,28.0,10.0,8.0,0.0,0.0,0.0,1.0,0.3569032979318055,1.0,0.1320754716981132,0.0,0.03609625668449198,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7592592592592592,0.0,0.0,0.2608695652173913,0.18181818181818182,0.3,0.7628205128205128,0.0,0.558139534883721,0.2888888888888889,0.7727873183619551,Graduate
51,1.0,1.0,1.0,12.0,1.0,1.0,1.0,22.0,28.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.03773584905660377,0.0,0.0,0.3076923076923077,0.2222222222222222,0.23076923076923078,0.6574074074074074,0.0,0.0,0.34782608695652173,0.30303030303030304,0.3,0.6371794871794871,0.012078651685393259,0.20930232558139544,0.0,0.12417437252311751,Enrolled
52,1.0,1.0,1.0,15.0,1.0,1.0,1.0,12.311323061873319,14.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.05660377358490566,0.0,0.0,0.24197193405363523,0.24444444444444444,0.15384615384615385,0.7777777777777778,0.0,0.0,0.2608695652173913,0.24465253148946667,0.15,0.5923076923076923,0.0,0.20930232558139544,0.0,0.12417437252311751,Enrolled
53,1.0,1.0,3.0,9.910414610069102,1.0,2.5304475421863537,1.0,22.0,27.0,12.0,12.0,0.0,0.012024539877300613,0.0,1.0,0.0,0.2473269555430501,0.03773584905660377,0.022905027932960894,0.0,0.19230769230769232,0.15555555555555556,0.19230769230769232,0.8174603174603174,0.0,0.029234851835471032,0.21739130434782608,0.15151515151515152,0.25,0.8507692307692307,0.012078651685393259,0.0,0.4490267983074754,0.5785997357992074,Graduate
54,1.0,12.0,1.0,17.0,0.0,1.0,1.0,23.0,28.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18867924528301888,0.0,0.0,0.19230769230769232,0.26666666666666666,0.19230769230769232,0.5888888888888889,0.0,0.0,0.21739130434782608,0.30303030303030304,0.25,0.5923076923076923,0.0,0.20930232558139544,0.0,0.12417437252311751,Dropout
55,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,14.0,6.0,6.0,0.5456110154905336,0.0,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.2692307692307692,0.2,0.2692307692307692,0.7246913580246913,0.010941582680104518,0.0,0.34782608695652173,0.30303030303030304,0.4,0.7320384615384615,0.0,0.9186046511627908,0.7999999999999999,0.0,Graduate
56,2.0,4.0,1.0,11.0,1.0,3.0,1.0,1.0,3.0,5.0,4.0,0.5456110154905336,0.0,0.11588468061051442,1.0,0.0,0.0,0.41509433962264153,0.0,0.0,0.23076923076923078,0.2222222222222222,0.0,0.0,0.010941582680104518,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.0,0.558139534883721,0.4490267983074754,0.7727873183619551,Dropout
57,1.0,12.0,1.0,8.0,1.0,2.5304475421863537,1.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.18867924528301888,0.022905027932960894,0.0,0.23076923076923078,0.2,0.19230769230769232,0.7222222222222222,0.0,0.2631578947368421,0.4782608695652174,0.3939393939393939,0.5,0.6946153846153845,0.0,0.558139534883721,0.2888888888888889,0.5362402360778712,Dropout
60,1.0,1.0,2.0,12.0,1.0,1.0,1.0,13.0,14.0,7.332923832923833,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.2692307692307692,0.17777777777777778,0.18089043764339208,0.7296296296296296,0.0,0.0,0.34782608695652173,0.36363636363636365,0.35,0.658076923076923,0.0,1.0,0.24444444444444446,0.4147952443857332,Graduate
61,1.0,15.0,1.0,10.0,1.0,14.0,1.0,13.0,1.0,10.0,10.0,0.0,0.012024539877300613,0.0,1.0,0.0,1.0,0.07547169811320754,0.0,0.15,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.5867268303772426,0.0,0.029234851835471032,0.2608695652173913,0.21212121212121213,0.3,0.6461538461538461,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Graduate
62,1.0,6.925098231827112,3.0,2.0,1.0,1.0,1.0,1.0,27.0,5.0,7.847640009782343,1.0,0.0,0.0,0.88107202680067,1.0,1.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.5867268303772426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3720930232558141,0.48888888888888893,0.7661822985468957,Enrolled
63,1.0,8.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,0.5456110154905336,0.0,0.0,1.0,1.0,0.0,0.03773584905660377,0.0,0.0,0.23076923076923078,0.13333333333333333,0.19230769230769232,0.6333333333333333,0.010941582680104518,0.0,0.2608695652173913,0.24242424242424243,0.22282303370786516,0.5384615384615384,0.0,0.4597758381660906,0.48888888888888893,0.7661822985468957,Enrolled
64,1.0,14.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1320754716981132,0.0,0.0,0.23076923076923078,0.13333333333333333,0.0,0.0,0.0,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.0,0.5930232558139534,1.0,0.3117569352708058,Enrolled
65,4.0,13.0,1.0,12.0,1.0,12.0,1.0,1.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.22641509433962265,0.0,0.1,0.2692307692307692,0.2222222222222222,0.19230769230769232,0.6611111111111111,0.0,0.05263157894736842,0.34782608695652173,0.30303030303030304,0.25,0.5923076923076923,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Dropout
66,1.0,1.0,3.0,2.0,1.0,1.0,1.0,13.0,14.0,6.0,4.0,1.0,0.0,0.0,1.0,0.3569032979318055,1.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22282303370786516,0.0,0.012078651685393259,0.3720930232558141,0.48888888888888893,0.7661822985468957,Graduate
67,1.0,15.0,1.0,4.0,1.0,14.0,1.2323630981746423,13.0,27.0,10.0,7.847640009782343,1.0,0.0,0.0,1.0,1.0,0.0,0.11320754716981132,0.0,0.03609625668449198,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.5867268303772426,0.0,0.0,0.2608695652173913,0.21212121212121213,0.3,0.6692307692307692,0.0,0.15116279069767452,0.48888888888888893,1.0,Graduate
68,1.1773594253158286,1.0,3.0,9.0,1.0,1.0,1.0,1.0,28.0,8.0,8.0,0.0,0.0,0.11588468061051442,1.0,1.0,0.0,0.03773584905660377,0.0,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.6222222222222222,0.0,0.0,0.21739130434782608,0.30303030303030304,0.2,0.5788461538461538,0.25,1.0,0.24444444444444446,0.4147952443857332,Dropout
69,1.0,12.0,1.0,9.910414610069102,1.0,1.0,1.0,13.0,27.0,8.0,11.0,0.0,0.0,0.0,1.0,1.0,0.2473269555430501,0.16981132075471697,0.0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6666666666666666,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.5815384615384616,0.0,0.4597758381660906,1.0,0.3117569352708058,Enrolled
70,1.0,8.0,1.0,9.0,0.8908286206048684,1.0,1.2323630981746423,23.0,27.0,6.0,6.0,0.0,0.012024539877300613,0.0,1.0,1.0,0.0,0.11997929387901707,0.0,0.03609625668449198,0.19230769230769232,0.2,0.0,0.0,0.0,0.029234851835471032,0.2713358801770663,0.15151515151515152,0.0,0.0,0.0,0.0,0.7555555555555556,0.5785997357992074,Enrolled
71,1.0,8.0,1.0,12.0,1.0,1.0,1.0,22.0,14.0,9.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1320754716981132,0.0,0.0,0.2692307692307692,0.17777777777777778,0.2692307692307692,0.6652777777777777,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7403846153846153,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Graduate
